"geoid_msa","year","tot_pop","pct_pop_foreign","pct_labor","pct_emp","pct_drove_alone","pct_carpooled","pct_transit","pct_fam_pov","pct_pers_pov","pct_hh_no_vehicle","pct_white","pct_black","pct_asian","pct_hisp","pct_unemp","med_hh_inc","pop_chg"
"12580",2012,3373458,8.97533035834446,54.2488153105804,91.8147574251881,75.4545319965448,9.79426706957668,6.53639514705682,7.17813928615682,9.92930411465031,3.70999135012204,65.2658397999916,26.1453261015848,4.47888581983235,4.62531082349328,7.94282070384147,74792.4601226994,0.0115082800187222
"12580",2013,3394480,9.07305389927176,54.1239895359525,91.3952042560779,75.7518462916264,9.43859118333294,6.48235729773043,7.39317088331644,10.2017770615823,0.039151799391954,2.56391883292875,0.0601960241332988,0.0181944804506139,0.0550550010605454,8.36157734228179,75247.9263803681,0.0178115827610577
"12580",2014,3417814,9.17694760452149,53.9779519891954,91.5287359577594,76.0138621060128,9.15127177780886,6.52361796165619,7.52923450486188,10.284458955344,3.66605672514654,2.55727116806239,0.0677348445526878,0.0221879247963757,0.0589189756961613,8.21636427297292,75849.8993865031,0.0248081228709262
"12580",2015,3435877,9.37030050842914,53.726166565334,92.1145599959313,76.1489940414048,8.84952453187352,6.58773492182636,7.47108828401017,10.2124096700784,3.66238372328229,2.54404112836402,0.0697142825543522,0.0160541835461514,0.0722334647020251,7.59357856665405,76040.3390663391,0.0302241897263541
"13820",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13820",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13820",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13820",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13820",2010,1318595,3.55052157789162,49.126987437386,91.6311025408502,83.1959372665602,11.3142805789496,0.758707412056014,10.7722420455106,13.9404541955642,2.28993739548535,70.8813317963438,25.6606638126187,1.0787359272559,3.49468911985864,8.36889745914977,49149.4207119741,0
"13820",2011,1326039,3.66293902366371,48.8764659259645,90.60254572865,83.4102692303922,11.2239559319145,0.709422950607033,11.4307716439713,14.6509487277524,2.29993235493074,70.3832238719977,25.9043948179503,1.08815004686891,3.75162977861134,9.39745427134999,49689.9190938511,0.00564540287199633
"13820",2012,1332420,3.70476276249231,48.538899145915,89.9055817593052,83.6993690427943,10.9801146035034,0.70416955614596,12.4503796850843,15.5364758859819,2.3433301811741,70.056856997043,26.0026066105282,1.14296272946969,3.86115286471233,10.0944182406948,49419.1521035599,0.0104846446406971
"13820",2013,1337187,3.6250726338201,48.0251453237281,89.5778886369273,84.3143626882403,10.3165005343307,0.722086664019318,13.0258102269914,16.318030911159,2.32592748807758,69.7855964797743,26.0633445434333,1.1400235718714,3.94021486897494,10.4221113630727,48994.4207119741,0.0140998562864261
"13820",2014,1338933,3.48486444056573,47.7728161155189,90.183150962496,84.7978723356583,9.75563915446105,0.678530815208827,13.7049033820214,16.9802531568047,2.30638874387292,69.4840346753721,26.195607845949,1.16031929902392,3.9541695514264,9.81684903750399,48936.0194174757,0.015423992962206
"13820",2015,1342314,3.53590888570037,47.6176960085345,91.1208803068234,84.533091810113,9.84498485451243,0.66268786587937,13.7188465590018,17.018231799713,2.37723811269196,69.2070376975879,26.2913842066759,1.21312688387367,3.92228502421937,8.87911969317664,48905.5436893204,0.0179880858034499
"14460",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14460",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14460",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14460",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14460",2010,5061084,15.2257895739332,55.7303929355845,93.0151470795484,70.9242150693409,7.99185366217988,10.6617910906043,6.71616726772367,9.30710233222764,4.65052546055351,81.2058456251665,6.64455037695482,5.9088066509072,7.87934527464867,6.92551780568169,74794.098540146,0
"14460",2011,5096735,15.3923246941424,56.0515702699866,92.3970746902833,70.6067433562859,7.93055652295048,10.7188374125788,6.85319529071062,9.46792360207074,4.67787711152336,80.8177323325619,6.73816044977814,6.03979186675391,8.15548352033213,7.55770027839766,76680.9616438356,0.00704414311242414
"14460",2012,5140197,15.5289962622055,56.2698472451542,92.0233421211499,70.4965433425995,7.90310367482025,10.7300617855697,7.02803363373038,9.72838151922971,4.67378973996522,80.4580012205758,6.92648754512716,6.21398162366151,8.40632866794794,7.93092033221522,77668.4401826484,0.0156316314844804
"14460",2013,5182727,15.718462500533,56.2646845955807,91.6225648954235,70.4273588016502,7.63278083140401,10.9151910953442,7.27810996025837,9.96690562709554,0.181120865521182,10.4813389167517,0.106202796327107,0.273803462925985,0.298834686835714,8.32960314275407,78308.0866788321,0.0240349695835912
"14460",2014,5232673,16.0372146319864,56.3056778055881,92.0654463799736,70.1993236535132,7.42862074507618,11.1049406106592,7.48148915477806,10.1393689420302,4.61444848550636,10.4158803922966,0.105274894876863,0.283960587638478,0.305887316100203,7.8918030028944,79600.2299270073,0.033903606421075
"14460",2015,5278471,16.2903992462969,56.3562819611967,92.9186140160606,69.7939953065954,7.32982604242782,11.4223738844071,7.37966683912822,10.1209772110143,4.58647968322645,10.3565288319288,0.103135851272082,0.29737183362379,0.316706731930516,7.04288998765559,80718.4347031963,0.0429526559922736
"15380",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15380",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15380",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15380",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15380",2010,1221954,5.39537494864782,50.6179447016827,91.7774062562386,80.0149796146173,8.62866392679266,4.06776474400837,10.3282675943612,13.5044609698892,5.04053344070235,83.0364439250577,11.3733760026973,2.04542945151781,3.68860971853278,7.93919518702358,47108.1214057508,0
"15380",2011,1220355,5.43907305661058,50.9620561230134,91.4764142973879,80.2711913336693,8.57348402718881,3.92326609879912,10.4449368421484,13.7153376681376,5.14719077645439,82.8693910378537,11.3345375730832,2.15380893264665,3.79821896087614,8.43213690287759,48098.2811501597,-0.00130855989669006
"15380",2012,1219518,5.59335737561889,51.4255632143191,91.1983086635265,80.4104575742219,8.43405451990049,3.90518434332253,10.6191089430414,13.7826442906132,5.08118781354601,82.6292057189808,11.3460118669835,2.24880141170528,3.91498977464867,8.68795787784477,48941.0926517572,-0.00199352839795933
"15380",2013,1218136,5.64797362527665,51.3996795103338,90.913077136445,80.7343907412637,8.08246846000775,3.806655907058,11.0930359992645,14.1231480721364,5.22027097138579,82.2776770409872,11.2826087563293,2.3256089632028,4.0653014934293,8.95278348995465,49386.8945686901,-0.00312450386839439
"15380",2014,1219264,5.73657550784736,51.3481903837069,91.5601262625327,80.8912211793344,7.90904447273109,3.7080328788515,11.1186686394415,14.6762150772925,5.1692660490263,81.8151310134639,11.3026087049236,2.45685700553777,4.21843874665372,8.28765075704635,50096.4856230032,-0.00220139219643293
"15380",2015,1219406,5.87966600131539,51.3062097447446,92.4514403326941,80.941830202574,8.02151039112486,3.71971771501862,11.2026174219251,14.9864296222915,5.23804212870857,81.3807312740793,11.4362150916102,2.63120363521255,4.32101785623492,7.37888689220064,50526.9169329073,-0.00208518487602643
"16740",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16740",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16740",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16740",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16740",2010,2353708,8.17743747312751,52.8172143698369,90.580773031092,80.5441053435685,11.3379674114206,1.58497218006652,10.4476802560046,13.4871634034468,2.192540451067,71.5538666648539,20.7769683410177,2.45576622078864,8.05239651647528,9.419226968908,54480.9170984456,0
"16740",2011,2403376,8.30344482095186,52.6022977678066,89.6511720908963,80.8660946102483,10.6990693091718,1.6542817270373,11.0174068477009,14.0687681411481,2.18846322839206,71.3664396249276,20.9008981532644,2.51405581149183,8.40386884948506,10.3488279091037,55099.6753022453,0.0211020228507529
"16740",2012,2446878,8.52061279720526,52.3585156268519,88.9700222442234,80.6617948258965,10.6402818203441,1.67349696225149,11.7797147221888,14.8047328064579,2.17636514775154,71.2076271477368,21.0082118520008,2.59945379377313,8.6235643542506,11.0299777557766,55034.9792746114,0.0395843494605108
"16740",2013,2483426,8.60673923845526,52.0271189880431,88.2989343287767,80.7306702514993,10.4108273812064,1.62986144946538,12.296764952932,15.5272091054857,2.19660259657425,70.8212995676135,21.2452317886661,2.71013325945689,8.80092549566607,11.7010656712233,54712.3177892919,0.0551121889376252
"16740",2014,2519681,8.65649262743974,51.9841202120427,88.9349684140843,80.8314446947848,10.1098452939082,1.67416585670964,12.5394850776745,15.7224662566412,2.16182127816974,70.3291862739767,21.3337049412207,2.81523720661465,8.96339723163369,11.0650315859157,54985.2366148532,0.0705155439842155
"16740",2015,2556818,8.9391188578929,51.9306810261818,90.3659534226279,80.9980942718645,9.93342795615488,1.64288635327192,12.1673921256812,15.3299234439057,2.13871304097515,69.9930752208409,21.3898611477235,2.97622513608712,9.08485429936742,9.63404657737214,55827.1761658031,0.086293626906991
"16980",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16980",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16980",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16980",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16980",2010,9634619,17.1372526510908,52.5508377653543,90.6814763182528,71.3666385666107,9.17323753020228,11.235514035376,9.70533096326902,12.1703554546371,4.18660042498826,65.714931737311,17.2278742003187,5.4175438489057,19.6067304270153,9.31852368174719,62278.9294900222,0
"16980",2011,9675799,17.1717705173495,52.6847653614962,89.8354687244783,71.2356411186301,9.10445611778417,11.2594551829777,10.1642233060029,12.7083564571773,4.25744685270953,66.29043793696,17.0744434128902,5.49051471614902,19.9813182146508,10.1645312755217,63104.6028368794,0.00427417005280645
"16980",2012,9711777,17.2372677008543,52.8402268709424,89.1066645962358,71.252476441747,9.01803042841696,11.1714592705331,10.6577325962077,13.2923823621568,4.30092247793581,67.0275520844435,16.9815828658339,5.57330336147545,20.3031330105706,10.8933354037642,63095.7659574468,0.00800841216450801
"16980",2013,9739439,17.2287952108946,52.7939648269269,88.5383476687296,71.4541665079477,8.82788599014789,11.1053823017938,11.0542929936724,13.7751679639864,4.30763003906077,67.1637319356895,16.8328022486716,5.68885817756033,20.56537126009,11.4616523312704,62933.2015950377,0.0108795168755506
"16980",2014,9766831,17.286999232402,52.7472319322409,89.0662448829132,71.3635135081174,8.61559507889509,11.2692002247198,11.3001802734172,14.1135583998535,4.3149103327374,67.2061224567109,16.7407328231644,5.83332670545851,20.8520861372537,10.9274173397668,63277.5806737589,0.0137225976450133
"16980",2015,9783123,17.4096451613662,52.7256991453547,90.1079149541555,71.2945649666267,8.45931267551272,11.4597770670981,11.2504571393,14.0365763468373,4.33504720322948,67.095058030038,16.6454274775039,5.98110317124706,21.0740440757006,9.89208504584453,63755.0554323725,0.0154135830384159
"17140",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17140",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17140",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17140",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17140",2010,2302881,3.70145048745463,51.9859254559832,92.101550736692,81.5548370931889,9.17130146976765,2.54044824721729,9.57543424953352,12.4024356013185,3.07532173829217,84.6504420766857,11.0640046098778,1.7525422286258,2.24302627882205,7.71198717516712,53706.1617647059,0
"17140",2011,2314546,3.85747356068966,52.0797599183598,91.4547397833799,81.6281687639822,9.10283844002236,2.44646328048784,9.71435819378833,12.6812779266431,3.02936299386575,84.4260584581166,11.1466601225467,1.81347931732616,2.37876451796594,8.37429796311553,54455.9650092081,0.00506539417364597
"17140",2012,2323273,3.8920522900236,52.0302607571301,90.9372991481145,81.8582444680414,9.0078163435808,2.25281734001988,10.4681504928607,13.5530951377647,3.01630501452046,84.2281526966482,11.2291067816826,1.88563565280533,2.45247657076891,8.90025760909831,54560.1727941177,0.00885499511264368
"17140",2013,2331910,3.9748961152017,51.770823059209,90.4805354921353,82.147023898864,8.8547035262939,2.12461724509093,10.9916715910991,14.0454269247098,2.99638493766912,84.092143521834,11.1838980063553,1.97520689048891,2.55360408420565,9.34407180402963,54387.9650092081,0.0126055145706617
"17140",2014,2342845,4.00773418642719,51.5657245784506,91.0844043487219,82.5067405654237,8.42351329259938,2.09252204051058,11.1084487023256,14.3000736711135,2.97360687540149,83.8651900147044,11.2357038984653,2.03635076157407,2.63572366076288,8.73069225391294,54727.1565377532,0.0173539145096946
"17140",2015,2349425,4.08431850346361,51.4496951381721,92.012167771129,82.4533668025155,8.28331298083574,2.10157885440054,11.0963373165775,14.2687544824798,3.00235163923088,83.6539354522915,11.2490474903434,2.1157753918512,2.71727873841472,7.7928909134427,55046.2302025783,0.0202112050079878
"17460",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17460",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17460",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17460",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17460",2010,2288745,5.46338714011391,51.9350124194701,90.5730668296565,81.0235362611387,8.10259019681092,4.17065985944262,10.560982634588,13.2607068502607,3.97567225706665,76.5622306110991,18.5037075340416,1.93646076780069,4.17845793218554,9.42693317034353,49847.2005943536,0
"17460",2011,2282841,5.53963241417164,51.9423385159107,89.9636409947962,81.3125709149257,7.95628657449205,4.03469720405407,10.990119022744,13.8340479691753,4.0287080878607,76.4847580273878,18.4691247003186,1.97801038267667,4.31113940918356,10.0363590052038,50166.6062407132,-0.00257957963862291
"17460",2012,2278169,5.53804392913783,51.8479533344541,89.4755140520211,81.3400205603711,8.04657398112256,3.85253201145306,11.5531644491695,14.3928678688894,4.08705412109462,76.3380082864792,18.5456549097104,1.98794351955452,4.43447220114048,10.5244859479789,49950.5260029718,-0.00462087301119172
"17460",2013,2273959,5.52213122576089,51.7125858469744,89.1949463923509,81.5484785345734,7.74678298949101,3.78559824517505,11.8878567731432,14.8193166631412,4.13512292877752,76.1219707567287,18.5812959248606,2.00123696161628,4.56584731738787,10.8050536076491,49995.9613670134,-0.00646030903399024
"17460",2014,2271411,5.54945802410924,51.6540599653695,89.8696109028854,81.760204912277,7.47084340966914,3.60892859108281,12.016674437167,14.918190014929,4.23582522053472,75.9373392574043,18.5371273626834,2.05816014803133,4.73644060894308,10.1303890971146,50421.3432392273,-0.00757358290242032
"17460",2015,2268554,5.54450103457974,51.5154587459677,90.7170306339322,81.6449890547018,7.46811788478476,3.58692784037761,12.0061686871902,14.9581131416753,4.27153155710642,75.8270746034699,18.5549725948776,2.10343073164668,4.87797601467719,9.28296936606784,50724.9017857143,-0.00882186525803443
"18140",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18140",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18140",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18140",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18140",2010,2031596,5.95620389093107,53.0710830302875,91.9918779664936,81.8657545102471,8.64334562580355,1.72480503013394,10.859696317575,14.5200720517268,2.58727621042766,80.8334765376581,13.1068479166133,2.72379705413872,3.06369258454929,7.8931385426942,54198.0256959315,0
"18140",2011,2053822,6.09249487053893,52.9802485317618,91.618434071748,81.8739401954015,8.5885564084911,1.71920765285405,11.3003016814505,14.9244394597,2.65894512766929,80.5128725858424,13.1549954669879,2.74909237509385,3.21283046924222,8.25828357953823,55323.1199143469,0.0109401672379745
"18140",2012,2073534,6.20780754017055,52.9143481611587,91.4168955229359,81.9767172373349,8.57034092520306,1.64943000693502,11.5201790759158,15.3375378942424,2.64837711848467,80.1244915685009,13.2597884577731,2.88287064499545,3.31764268152825,8.45539979510569,55462.7880085653,0.0206428837229449
"18140",2013,2093489,6.35928825038011,52.6941388275744,91.2214997801727,82.2004455241943,8.27607926289558,1.66096143805867,11.5416859606141,15.5818275615492,2.65088567458439,79.7984811479783,13.3211415011017,2.95142735404867,3.40741288824541,8.63911568042917,55526.6252676659,0.0304652106028955
"18140",2014,2115607,6.50338177175628,52.6233369430145,91.8976118467516,82.2106505603356,8.13464447792052,1.70654327575963,11.6233198793538,15.5133280424956,2.65403735192784,79.4237764858974,13.4189026128199,3.06536785896435,3.5002835592811,7.95042231082111,56039.1970021413,0.0413522176653232
"18140",2015,2139971,6.6417255187103,52.5308987832078,92.8878866379981,82.3291590867353,8.07778385781863,1.78139900026683,11.332119126848,14.9892850417132,2.62452154725461,79.0461842707214,13.5310995803214,3.1729710355888,3.57338982631073,6.94809244769982,56873,0.0533447594895836
"19100",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19100",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19100",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19100",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19100",2010,6364446,16.8916351871003,52.4816928291952,92.7183677445578,80.1823319421675,11.2470831082548,1.62184969438031,11.0415243840548,13.4615863973078,1.80615877642767,68.8259938099876,14.3901522300606,5.04158896155298,26.1054820168166,7.28163225544215,62089.0125276345,0
"19100",2011,6490501,16.9318670469352,52.3951232732265,92.3387649954987,80.6022014325242,10.8551893605748,1.57021995682614,11.4567964167943,13.9430815587271,1.80696374594195,69.1855543508891,14.4170712091409,5.13850265179837,26.6386279117745,7.66123500450135,63378.1532792926,0.0198061229524141
"19100",2012,6612578,17.0239957850025,52.3636923451035,91.9299702243692,80.5678551391001,10.7756695497581,1.54558042264303,11.8960255591692,14.4137012977389,1.77482972601609,69.4830389297487,14.5204077895187,5.26859879762477,26.9744977828617,8.07002977563079,63265.9881918819,0.0389872111413939
"19100",2013,6733673,17.0830243761466,52.2916096460282,91.6298912246387,80.8058779510083,10.4050638485118,1.47571392314417,12.1831917884934,14.7731669328166,1.78504361586908,69.5203791303795,14.6430152310633,5.40880672405684,27.2323087414551,8.37010877536129,63398.9682656827,0.058014004675348
"19100",2014,6860894,17.1843640201991,52.1859250412556,92.1257485824088,80.6380923389867,10.3939918325513,1.50422028091383,12.3826899234998,14.9003276103668,1.79051009970421,69.9963095479977,14.7421054020074,5.56540934752818,27.4874438083433,7.87425141759121,64166.7704797048,0.0780033328902468
"19100",2015,6990877,17.3884478299361,52.0964107936672,93.0220481145085,80.5270228327576,10.3546652301278,1.55003631161012,12.1975962243364,14.693935381784,1.79186388202796,70.2277593211839,14.8484691977845,5.79245180540296,27.708915033121,6.9779518854915,64769.9933579336,0.0984266344627639
"19740",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19740",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19740",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19740",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19740",2010,2638600,11.8510952777988,55.6637231865383,93.0303966773308,75.1344420147048,10.1679457666945,4.51823743651937,9.16507515349049,11.6114498218752,2.47998938831198,81.1490673084211,5.25509470931555,3.51298317289472,21.362503979383,6.93761666307698,66671.5948012232,0
"19740",2011,2684886,11.7999050983915,55.808030583049,92.3909252770928,75.3191807398899,10.0338781236894,4.43946059534744,9.13798258101089,11.7753189893351,2.46256265629155,81.5550805509061,5.26330443825175,3.52178237735233,21.6299243245337,7.60907472290724,67849.4587155963,0.0175418782687789
"19740",2012,2734597,11.8336998102463,55.7999222554548,91.9630829541415,75.4357881984073,9.9392113719133,4.41192727849844,9.23697923313746,11.9691055757027,2.47974381599921,81.780485460929,5.2829356574296,3.57668555915186,21.8862783803244,8.03691704585849,68530.8195718654,0.0363817933752748
"19740",2013,2783709,11.7244654523874,55.4944500305168,91.6387118981408,75.5774552943573,9.6539457249303,4.32717708639804,9.3138708823372,12.1361187897154,2.38580972364568,81.9283907190012,5.24799912634546,3.63162758751005,21.9837842245723,8.36128810185921,68898.9694189602,0.0549946941559918
"19740",2014,2837804,11.9469491198124,55.4146798017058,92.3649903537692,75.7247007545271,9.49490507448717,4.32080203565856,9.0345558396563,11.8803885328233,2.37116446378961,82.0488768780367,5.27066960931763,3.69381349099515,22.1255181471307,7.59004530056065,70246.9006116208,0.0754960964147654
