"GEOID.msa","name_msa","revenue_miles","revenue_hours","fares","upt_total","upt_bus","upt_rail","total_expenses","average_speed","avg_fare","farebox_recovery","upt_bus_chg","upt_rail_chg","upt_total_chg","revenue_miles_y06","revenue_hours_y06","fares_y06","upt_total_y06","upt_bus_y06","upt_rail_y06","total_expenses_y06","average_speed_y06","avg_fare_y06","farebox_recovery_y06","upt_bus_chg_y06","upt_rail_chg_y06","upt_total_chg_y06","revenue_miles_y15","revenue_hours_y15","fares_y15","upt_total_y15","upt_bus_y15","upt_rail_y15","total_expenses_y15","average_speed_y15","avg_fare_y15","farebox_recovery_y15","upt_bus_chg_y15","upt_rail_chg_y15","upt_total_chg_y15","revenue_miles_y16","revenue_hours_y16","fares_y16","upt_total_y16","upt_bus_y16","upt_rail_y16","total_expenses_y16","average_speed_y16","avg_fare_y16","farebox_recovery_y16","upt_bus_chg_y16","upt_rail_chg_y16","upt_total_chg_y16"
"29820","Las Vegas-Henderson-Paradise, NV",0.151239763363617,0.146148848159149,0.250644378396493,0.0626592615932912,0.096025906528071,-0.274219320903476,0.103701203778051,0.0538194024004763,0.200762331859113,0.0539751831060974,NA,NA,NA,23665000,1953091,76828693,67697191,59876800,7002333,189507858,12.1166909273557,1.13488745788581,0.405411647890611,NA,NA,NA,27244089,2238533,96085373,71939047,65626524,5082158,209160051,12.1705103297561,1.33564978974492,0.459386830996709,0.163956382898119,NA,0.252985319743134,28792518,2261530,94183378,72286595,66073485,4940323,214360455,12.7314331448179,1.30291623225579,0.439369183089297,0.171883712842586,NA,0.259038674076644
"31080","Los Angeles-Long Beach-Anaheim, CA",0.185557999819133,0.119006174179451,0.340687642661515,-0.0607871829873884,-0.130577116483823,0.373179883152901,0.384455106771036,0.821165744732301,0.279487695023257,-0.0079387028379172,NA,NA,NA,234835103,17008252,462413602,707232510,618567343,82297807,1841422992,13.8071274461361,0.653835330618498,0.251117534650615,NA,NA,NA,278410635,19032339,619952202,664241838,537796603,113009693,2549367465,14.6282931908684,0.933323025641754,0.243178831812698,-0.0617326209295242,0.198215581675499,-0.0208964072469125,272830420,18527896,596157568,615386448,492366326,110727531,2699721206,14.7253859801458,0.96875316305308,0.220821900674436,-0.140992598946224,0.174018346945309,-0.0929100702501051
"31140","Louisville/Jefferson County, KY-IN",0.141586117585591,0.0988254979335801,0.843447341865384,-0.00769266915791906,-0.0354811654102639,NA,0.325102801492073,0.549311680538478,0.410503512412735,0.048054489676836,NA,NA,NA,11793741,835503,7190456,15024304,14669924,NA,58531738,14.1157374659337,0.478588292675654,0.122847129535091,NA,NA,NA,13463571,918072,13255227,14908727,14149418,NA,77560570,14.6650491464722,0.889091805088389,0.170901619211927,-0.103809763225668,NA,-0.0803128190418028,13437019,928347,13193235,14289714,13535571,NA,80680686,14.4741341330343,0.923267953438396,0.163524080595943,-0.142689361543649,NA,-0.118498394573938
"32820","Memphis, TN-MS-AR",-0.201290511997885,-0.253821594177732,-0.0874547857941788,-0.309324064358316,-0.25236018045433,-1,0.12592522240355,1.05045109874592,0.249255388916421,-0.0375204572257683,NA,NA,NA,8678571,581629,9096975,11723986,10519005,959269,45948682,14.9211456100023,0.775928511002998,0.197981195630377,NA,NA,NA,6931657,433999,8301401,8097475,7864427,0,51734780,15.9715967087482,1.02518389991942,0.160460738404609,-0.222424229780544,-1,-0.296168388853846,6993234,440559,7848404,7762476,7556637,0,50555218,15.8735470164042,1.01106966385468,0.155244192597488,-0.252856204839355,-1,-0.325286464044242
"33100","Miami-Fort Lauderdale-West Palm Beach, FL",-0.0542045603209805,-0.0534623599853501,0.399753710440992,0.00627764916115924,-0.043647184351874,0.265661988740152,0.26075067708518,-0.0113388304586586,0.314628172575558,0.0222070138020452,NA,NA,NA,105064315,7265579,130889024,162669492,133542841,25456649,649842535,14.460556412641,0.80463166381561,0.201416523158183,NA,NA,NA,99369350,6877144,183212397,163690674,127714072,32219513,819289416,14.4492175821824,1.11925983639117,0.223623536960228,0.0353276061299979,0.269245661562544,0.0729246421643254,99520508,6971540,174377145,148857968,112857380,32168402,840834011,14.275254534866,1.17143306027125,0.207385931966066,-0.0851097358362867,0.267232210427881,-0.0242976087342117
"33340","Milwaukee-Waukesha-West Allis, WI",-0.0856259500720942,-0.0674168770221635,-0.188801848511833,-0.18320706262838,-0.185808849010196,NA,-0.00454198238721544,-0.266126042931221,-0.00672552380436819,-0.0581161112719506,NA,NA,NA,25642133,1881339,49766303,50685153,49437484,NA,158506339,13.6297248927493,0.981871417059745,0.31397042739092,NA,NA,NA,23446501,1754505,40370333,41399275,40251562,359290,157786406,13.363598849818,0.975145893255377,0.255854316118969,-0.076701963344036,NA,-0.078575207496701,23655713,1774286,37058968,42301373,41145707,359019,162656717,13.3325253087721,0.876070098244802,0.227835460370198,-0.0561918941202442,NA,-0.0584971877133197
"33460","Minneapolis-St. Paul-Bloomington, MN-WI",0.374126636057778,0.303719981359964,0.345041595824853,0.158827068493418,-0.0169346602757108,1.56794853532832,0.627300867154016,0.759687017958367,0.163502235691577,-0.0490516991739495,NA,NA,NA,45219980,3214586,86652567,85163336,74295615,8957912,306413388,14.0671240402341,1.01748676214375,0.282796282386982,NA,NA,NA,62137979,4190920,116551307,98689579,73037444,23003457,498626772,14.8268110581925,1.18098899783532,0.233744583213033,-0.0771793865085121,1.20005403668374,0.0762010636126635,64206220,4311298,113582751,96023499,70321645,22963629,506371272,14.892549761116,1.18286411329377,0.224307256909314,-0.111493228314087,1.19624488086107,0.0471276988182261
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN",1.6285401138547,1.19784269706225,0.920786043656066,0.451501138240076,0.287491243818785,NA,1.47589327096698,2.85671014042088,0.347217036661761,-0.0549616396572712,NA,NA,NA,6051924,415148,8495864,7910897,7708840,NA,34657149,14.5777505853334,1.07394445914288,0.24514030279871,NA,NA,NA,15907725,912430,16318737,11482676,9925064,583803,85807402,17.4344607257543,1.42116149580464,0.190178663141439,0.0964671669028797,NA,0.195746508749669,15265932,928810,15293852,11215569,9721953,541317,90832070,16.4360116708476,1.36362693680544,0.168375024371899,0.0740285667349805,NA,0.167931366816499
"35380","New Orleans-Metairie, LA",0.918700975914886,1.14716378708509,5.89600553056788,1.44465332845245,0.547595401428445,11.0179237793758,0.432149431101612,-1.31376843230012,0.675882355115905,0.155450908605516,NA,NA,NA,5058228,409666,3455703,9309792,8610065,605899,84811367,12.3471999140763,0.371190140445673,0.0407457528658865,NA,NA,NA,9705227,879620,23830547,22759214,13324897,7281648,121462551,11.0334314817762,1.04707249556158,0.196196661471403,0.210422907319314,0.0732433339479503,0.262741465340017,10372838,951681,23843691,22911584,12477683,8074975,140782447,10.8994904805287,1.04068278299746,0.169365510460264,0.133462670178147,0.190171935054585,0.271195356457428
"35620","New York-Newark-Jersey City, NY-NJ-PA",0.0758631111715671,0.0748356652179846,0.461987673288289,0.198617859427379,-0.0933548751814885,0.4266024334935,0.620920733312457,0.0150487999242266,0.312740280182568,-0.0535616728567739,NA,NA,NA,869422358,55226288,5063702913,3557702666,1557883664,1970754473,9269718652,15.742907761608,1.42330694506667,0.54626284821573,NA,NA,NA,935379443,59359184,7403071240,4264325954,1412447629,2811483127,15025479155,15.7579565615322,1.73604722524924,0.492701175358956,-0.0529645711382873,0.101989150172635,0.0450480667990286,931083009,59774271,7546537883,4290756064,1422410651,2826615946,15872551838,15.5766518507603,1.75878977281334,0.475445785909047,-0.046284440407204,0.107920611112015,0.0515252300503221
"36420","Oklahoma City, OK",0.0230985644089026,0.0858884596813134,0.728653945143456,0.162425880173345,0.141905998974715,NA,0.567592546399287,-0.905586575277017,0.322338028184109,0.0136960176137298,NA,NA,NA,4151600,265088,2562429,3872277,3782363,NA,19222763,15.661214389184,0.661737009000131,0.133301804740557,NA,NA,NA,4247496,287856,4429553,4501235,4319103,73542,30133460,14.755627813907,0.984075037184239,0.146997822354287,0.0741939695855411,NA,0.0946577846995211,4495176,302744,5228551,4819533,4641001,62706,31010024,14.8481092936607,1.08486672878887,0.168608415136989,0.154252465625494,NA,0.172064848217486
"36740","Orlando-Kissimmee-Sanford, FL",0.330838817687378,0.259063583948807,0.608745616664996,0.215103206676281,0.208701182453245,NA,0.755288762337826,0.857511188570882,0.245579401888929,-0.0184685422765005,NA,NA,NA,20798560,1382676,19198852,25326317,24624906,NA,86787980,15.0422514023531,0.758059373575716,0.22121556464386,NA,NA,NA,27679531,1740877,30886069,30774089,29764153,11883,152337966,15.899762590924,1.00363877546464,0.202747022367359,0.189923656419426,NA,0.175917767460813,28902973,1797943,30365845,28708180,27646825,10273,152842437,16.0755780355662,1.05774190492048,0.198674174502988,0.105276239252903,NA,0.0969767109422206
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.122254789337143,0.122956464559221,0.438230837886625,0.068742308078245,0.0234013474821182,0.146944538279145,0.416083225758132,-0.0081430664327673,0.366842212937333,0.00609327483920091,NA,NA,NA,87558672,6718687,352734775,332427491,211256681,119438757,905389890,13.0321105894649,1.06108785990867,0.389594338191693,NA,NA,NA,98263139,7544793,507314031,355279324,216200372,136989630,1282107436,13.0239675230321,1.42793007284601,0.395687613030894,-0.0191923226898524,0.0163642958026504,-0.00517258318633574,99048686,7736748,501901844,366132323,225783766,138303971,1300376357,12.8023668342306,1.37082090946666,0.385966602128864,0.0242833953347587,0.0261157584856984,0.0252171981223319
"38060","Phoenix-Mesa-Scottsdale, AZ",0.125564070100092,0.115328878200243,0.558186957811474,0.132051395926007,-0.0929634761274436,NA,0.50710075634621,0.13696342114911,0.257836228788048,0.00754515115165333,NA,NA,NA,40443998,2709833,44063663,64330702,62270122,NA,197958419,14.9249042284156,0.684955419886449,0.222590497653954,NA,NA,NA,45522311,3022355,68659425,72825661,56481275,14276884,298343283,15.0618676495647,0.942791648674497,0.230135648805608,0.039868195262955,0.178667440287836,0.0646291961231505,46698565,3048462,63375155,68635612,50948536,15574737,306864495,15.3187295757664,0.923356740812627,0.20652488649754,-0.0619942240749755,0.285815265638234,0.00337539578227052
"38300","Pittsburgh, PA",-0.104452711675132,-0.126935010981329,0.340676510963864,-0.0578547783044868,-0.0740229244077079,0.0349130903809471,0.176369721582979,0.360650321373939,0.491618895834203,0.033566723014103,NA,NA,NA,45881547,3276015,83984123,72262536,61414542,8543128,349461968,14.0052921003109,1.16220835371734,0.240324071545319,NA,NA,NA,41089095,2860174,112595541,68081803,56868458,8841395,411096478,14.3659424216848,1.65382724955154,0.273890794559422,-0.0235810623022138,0.0879996209830199,-0.00536263060825738,41819504,2890682,111571961,66602235,55637494,8624139,430193346,14.4670025966191,1.67519845242431,0.259353060751432,-0.0447164439090831,0.0612646492216308,-0.0269782982097191
"38900","Portland-Vancouver-Hillsboro, OR-WA",0.0176568551988427,0.0830374351402098,0.758116371675657,0.0636735560242133,-0.0571515195686504,0.260202460083414,0.388186531898436,-0.82847951995382,0.457208833851756,0.0606667146014604,NA,NA,NA,41406071,3017085,75302860,107528846,71649346,34591510,330774889,13.7238662483821,0.700303804990151,0.227655914956712,NA,NA,NA,42137172,3267616,132391191,114375590,67554477,43592306,459177246,12.8953867284283,1.15751263884191,0.288322629558173,0.00197987297487406,0.0268455860460033,0.028179136639084,44027382,3480023,134989923,114377478,65098419,45762426,498367341,12.6514629357335,1.18021419391674,0.270864304087695,-0.0344488108392116,0.0779641972796038,0.0281961088112929
"39300","Providence-Warwick, RI-MA",0.00308854536750327,0.000281806143212429,-0.16285562422956,-0.0231244932412308,-0.0156706722590804,NA,0.228266238718435,0.0377246343442526,-0.176875418913228,-0.084491247717784,NA,NA,NA,16650233,1238440,28232258,22831376,21873918,NA,106402901,13.4445213332903,1.23655525624036,0.265333536347848,NA,NA,NA,16701658,1238789,23634476,22303412,21531139,57123,130691091,13.4822459676345,1.05967983732713,0.180842288630064,-0.0255087317583346,NA,-0.0313114757088781,16730559,1219502,22797966,22101385,21379144,20551,131524240,13.7191730722869,1.031517527069,0.173336610802693,-0.0323879683986439,NA,-0.0400859733730455
"39580","Raleigh, NC",1.8034377182209,1.73914139677737,1.17451770962116,0.638479611808258,0.587200391447965,NA,1.51694828151516,0.302919195838403,0.240023818440867,-0.0322227702335058,NA,NA,NA,3378171,261774,4316072,5882866,5730519,NA,18223175,12.9049141625983,0.733668249455283,0.236845225927974,NA,NA,NA,9470492,717036,9385375,9638956,9095482,NA,45866789,13.2078333584367,0.97369206789615,0.204622455694468,0.190614086070488,NA,0.191607062346961,9789545,954396,9680117,9519802,8842403,NA,39074636,10.2573198127402,1.01684016117142,0.247734028795559,0.157485613902808,NA,0.176876758784325
